2026-03-16 05:03:13.225 | INFO     | __main__:setup_logging:48 - Starting recon phase with run_id: 861ae942-f3ee-4bc9-9a67-0f569048bb96
2026-03-16 05:03:25.089 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /graphql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.089 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/tokens: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.089 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api-tokens: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.090 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /tokens: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.291 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /graphiql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api-docs: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /swagger-ui/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /swagger-ui.html: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /openapi.json: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /swagger-ui: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.492 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/docs: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.493 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /openapi.yaml: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.493 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /swagger/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.493 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /swagger: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.694 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /docs: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.895 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /metrics: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.895 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /debug/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.895 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /debug: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /prometheus: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /health/ready: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /healthz: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /health/live: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /health: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:25.896 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /redoc: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.097 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.well-known/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.298 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /sitemap_index.xml: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /__admin: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /robots.txt: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /sitemap.xml: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /staff/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.well-known/openid-configuration: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /staff: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.well-known/security.txt: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.299 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /__admin/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.500 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /superuser: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.701 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/private: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.701 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/v1/admin: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.701 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /manage/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.702 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /management: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.702 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/internal: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.703 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /manage: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.703 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/v2/admin: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.703 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /console/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.703 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /console: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:26.904 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.env: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.105 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.htaccess: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.105 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /settings: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.105 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.gitignore: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /config: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /config/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.git/HEAD: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /configuration: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.git/config: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.106 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.git: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.307 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /system: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.508 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator/env: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /elmah.axd: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /trace: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /phpinfo.php: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator/mappings: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator/beans: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator/info: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator/health: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.509 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /actuator: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.715 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /info.php: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.916 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /backup: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.916 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /development: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.917 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /backups: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.917 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /testing: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.917 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /dump: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.918 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /staging: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.918 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /dev: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.918 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /test/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:27.918 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /test: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.119 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /sql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.320 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /server-info: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /pma: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /phpmyadmin: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /server-status: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /status: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /adminer: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /_debug: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /db: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.321 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /database: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.522 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /_profiler: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.723 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/info: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.723 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /changelog: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/health: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/version: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /version.txt: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/status: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /version: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.724 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/debug: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.725 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /profiler: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:28.925 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /CHANGELOG.md: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.127 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /Gemfile: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.dockerenv: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /webpack.config.js: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /composer.json: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /requirements.txt: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /package.json: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.128 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /license: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.129 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /LICENSE: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.129 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /README.md: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.330 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /Dockerfile: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.531 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /oauth: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.531 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /callback: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.531 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /oauth/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.531 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /oauth/authorize: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.532 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /callbacks: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.532 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /webhooks: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.532 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /oauth/token: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.532 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /api/webhooks: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.532 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /docker-compose.yml: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.733 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /.aws/credentials: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.934 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /confidential: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.935 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /restricted: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.935 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /private: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.935 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /secrets: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.935 | DEBUG    | cyberAI.recon.sensitive_surfaces:probe_path:334 - Error probing /credentials: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:29.935 | INFO     | cyberAI.recon.sensitive_surfaces:probe_all_paths:371 - Found 0 interesting surfaces
2026-03-16 05:03:29.938 | INFO     | cyberAI.recon.sensitive_surfaces:save_surfaces:422 - Saved 0 sensitive surfaces
2026-03-16 05:03:29.941 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /graphql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:30.142 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /graphql/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:30.343 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /api/graphql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:30.544 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /api/graphql/: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:30.744 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /v1/graphql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:30.948 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /query: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:31.148 | DEBUG    | cyberAI.recon.graphql_discovery:detect_graphql_endpoint:155 - Error probing /gql: AsyncClient.__init__() got an unexpected keyword argument 'proxies'
2026-03-16 05:03:31.149 | INFO     | cyberAI.recon.graphql_discovery:discover:399 - No GraphQL endpoint found
2026-03-16 05:03:31.150 | INFO     | cyberAI.recon.graphql_discovery:save_intel:463 - Saved GraphQL intelligence
2026-03-16 05:03:33.001 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /ws: SSLCertVerificationError
2026-03-16 05:03:33.080 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /ws/: SSLCertVerificationError
2026-03-16 05:03:33.148 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /websocket: SSLCertVerificationError
